keyword,aweme_id,user_id,location,published_at,text,post_url
自动化建造/施工,7616249162635463977,MS4wLjABAAAAhlT4DjtC2r4HoEwHKL3t7bhIahQYfNwG4TpEcx6REPbOx7k3IFEM0-in9ovraFUP,,2026-03-12 14:16:56,工地来了“新工友” 云融集采·智能建造实拍：抹灰机器人、瓷砖铺贴机器人施工现场，AI让施工更高效精准！#云融集采 #云融智能建造 #云融智工 #机械科技 #施工机器人,https://www.douyin.com/video/7616249162635463977
自动化建造/施工,7618162579894052521,MS4wLjABAAAAXGJ9mdHFaRqXhYVosl5amYTwD5RiOfZiyTNBAC5pc-s,,2026-03-17 18:01:37,机器人投入各大项目，传统工人何去何从？ #建筑工程 #机器人 #科技 #钢筋绑扎,https://www.douyin.com/video/7618162579894052521
造楼机,6982114885358472462,MS4wLjABAAAAt6AsGhjrHeoxZNkceYg2J0FWvrWKzEaTAvF44-sPYco,,2021-07-07 17:31:50,三天建成一层楼！1500吨“巨无霸”空中造楼，这个超级装备刷屏了！ #大国建造,https://www.douyin.com/video/6982114885358472462
造楼机,7275348486889934095,MS4wLjABAAAAweF8BmCQZw-m5FHq7gMfKA9Tu9mmbNHHeGRWTgc09HEGMWeJbzU7lmEaNVGFkBSH,,2023-09-05 22:28:01,有了它，十三小不愁建，有望明年搬进新校园#抖进科学 #科技创新,https://www.douyin.com/video/7275348486889934095
造楼机,7540156220574584114,MS4wLjABAAAAVzqjbYxB0lgfTdSR2B8ugD4OGrIef6jMMeTQFPPX0qc,,2025-08-19 12:57:08,造楼机,https://www.douyin.com/video/7540156220574584114
造楼机,7530947198122741049,MS4wLjABAAAAlw49FdTdp3z-49B9cYqvq1hXsCGaD6YOU77OLLkH9IQ,,2025-07-25 17:21:27,五天一层楼，机器人代替人工造楼有没有搞头 #工程 #工程人 #造楼机#工程项目 #土木工程,https://www.douyin.com/video/7530947198122741049
造楼机,7568393333576404274,MS4wLjABAAAAo-fUfmC3hJSRev7ycDBU9kCDUwvmk5VOTgBHLhi7RZQ,,2025-11-04 09:00:00,5天一层楼！中国“自动造楼机”正在重新定义建筑工地#科技 #AI #机器人 #科技改变生活 #建筑,https://www.douyin.com/video/7568393333576404274
造楼机,7485772270766394674,MS4wLjABAAAAbLKnNOPAyIZ3VImhZ4vf7ObOloXBeqho44SlbdoGCmE,,2025-03-25 23:40:12,空中造楼机，已经开始了全新的智造时代，颠覆传统的建造模式，把建筑系统话，模块化、精准化、智能化，从蓝图到云端，有一种力量，让建筑直破苍穹，那就是空中造楼机。它突破重力的束缚，以钢铁之躯为城市打造向上的轨迹。这一建筑科技的结晶，将模块化施工发挥到极致，每一次精准运作，都让楼层如春笋拔节。它不仅是建筑工具，更是时代的先锋，重新定义超高层建造速度，见证着人类不断超越的雄心，在天际书写独属于现代文明的奇迹篇章。#城中村改造 #别墅设计 #建筑 #设计 #城中村,https://www.douyin.com/video/7485772270766394674
造楼机,7162069469706210575,MS4wLjABAAAAA7s_PXnCPdc5_t4p7NkHeomoz7TuXOIKkKt0XkYj6XA,,2022-11-04 16:07:37,“造楼机”来啦！,https://www.douyin.com/video/7162069469706210575
造楼机,7287759757669076282,MS4wLjABAAAA140JhcgVe5oLugbMlKRASP6YjiGObgWQu2eghAJBzhE,,2023-10-09 09:10:09,“盖楼神器”#空中造楼机 ，最快三四天建一层楼，最大顶升重量达2400吨！,https://www.douyin.com/video/7287759757669076282
智能施工装备,7618148630670658859,MS4wLjABAAAAik6X_wzYVwzlYMzLdP3eqL3UIcLjwtZplvNJj3761561ZKVaw9FEbTRISRM4LfKw,,2026-03-17 17:07:37,隧道为什么挖不塌，就靠这5步！ #隧道施工 #凿岩台车 #湿喷台车 #人间观察计划 #开创星智能装备,https://www.douyin.com/video/7618148630670658859
智能施工装备,7615378202995644608,MS4wLjABAAAAq0JJeNq3_zeU8H6TTPMo2JHox-rgjRDW1XMDpXTzhu_k2Iq1UlhJK0YAZgb5Gpin,,2026-03-10 05:56:57,#智能开槽机是集激光定位、智能识别、无尘作业、自动行走于一体的新一代施工装备。设备搭载高精度传感系统与智能控制系统，可精准识别墙体电位、管线位置，自动规划开槽路径，实时避让障碍物。作业过程横平竖直、槽面平滑、无粉尘污染，动作流畅稳定，施工精度与效率远超传统人工。机身小巧灵活，适配狭小空间施工，广泛应用于家装、工装、水电改造等场景，以智能化、标准化、高效化重新定义墙面开槽施工标准。#水电改造 #保定水电施工#保定装修,https://www.douyin.com/video/7615378202995644608
智能施工装备,7580341508495848512,MS4wLjABAAAA_t6HPEhzEjsyWiszeWjl_1HGlt9smUijs4VBRklugU8,,2025-12-05 19:56:36,#长江底下的工程奇迹：盾构机对接#智能装备 #强烈推荐 #技术革新 #科技,https://www.douyin.com/video/7580341508495848512
智能施工装备,7612466532488154394,MS4wLjABAAAASqiAVn0PkZpEFkw3qy1XFlb6_JlG1muaxnjOFYAvHcRHW7-HDZskpRpPZiKPDptA,,2026-03-02 09:38:34,一线建筑企业都在用的混凝土地面施工机器人 遥控操作，上手简单，纯电驱，零排放。方石机器人，让地坪施工快、准、省！#建筑机器人 #智能建造 #智慧工地 #刮大白 #腻子喷刮,https://www.douyin.com/video/7612466532488154394
智能施工装备,7616249162635463977,MS4wLjABAAAAhlT4DjtC2r4HoEwHKL3t7bhIahQYfNwG4TpEcx6REPbOx7k3IFEM0-in9ovraFUP,,2026-03-12 14:16:56,工地来了“新工友” 云融集采·智能建造实拍：抹灰机器人、瓷砖铺贴机器人施工现场，AI让施工更高效精准！#云融集采 #云融智能建造 #云融智工 #机械科技 #施工机器人,https://www.douyin.com/video/7616249162635463977
智能施工装备,7618152875097831802,MS4wLjABAAAAuQ3rYBq4lWgYZ8XFR7biR54KTKSfjbn6GwFJlvSR9V8,,2026-03-17 17:23:58,贴砖师傅要慌了？这机器人手艺比老师傅还稳#贴砖机器人 #装修黑科技 #瓷砖铺贴工艺 #智能装修 #现场施工,https://www.douyin.com/video/7618152875097831802
智能施工装备,7492301327666662710,MS4wLjABAAAA8tbfg5HBHCQE-TGDeKksraa-Zz2HKyi8UYEWuEkEoXU,,2025-04-12 13:56:08,年轻人最值得入手的第一台施工机器人#打工日记 #智能建造 #施工机器人 #打工vlog,https://www.douyin.com/video/7492301327666662710
智能施工装备,7610338717093481779,MS4wLjABAAAAik6X_wzYVwzlYMzLdP3eqL3UIcLjwtZplvNJj3761561ZKVaw9FEbTRISRM4LfKw,,2026-02-24 16:01:52,隧道大机逐渐成为标配，其实为的不是速度而是安全 #隧道施工 #湿喷台车 #凿岩台车 #开创星智能装备 #施工安全,https://www.douyin.com/video/7610338717093481779
